Timestamp (ms),Humidity (%),Temperature (°F),Temperature (°C),AC Power (%)
2146000,45.56,75.9,24.39,26.62284603978119
2148000,45.23,79.3,26.28,52.722205682908324
2150000,44.17,77.05,25.03,40.67914910175246
2152000,44.05,76.17,24.54,19.50787690928048
2154000,45.53,77.45,25.25,50.266445991972454
2156000,45.43,77.72,25.4,52.056863478609436
2158000,45.21,76.03,24.46,20.293067701210553
2160000,45.29,78.45,25.81,52.64482595627525
2162000,44.11,76.21,24.56,20.899493513176687
2164000,45.38,75.72,24.29,23.03725989914031
2166000,44.74,78.42,25.79,50.00000000000003
2168000,43.65,77.77,25.43,48.24561670599553
2170000,45.32,75.61,24.23,21.708602782676905
2172000,45.24,77.69,25.38,50.00000000000004
2174000,47.81,78.42,25.79,86.24903786468029
2176000,46.82,78.05,25.58,77.45791627653253
2178000,44.26,77.27,25.15,43.33060657891473
2180000,44.73,77.65,25.36,47.499752394697
2182000,47.16,77.41,25.23,73.66887889595286
2184000,44.03,77.38,25.21,43.77246845815615
2186000,46.58,77.06,25.03,58.76581781932343
2188000,44.86,75.34,24.08,13.394392523364488
2190000,46.2,77.18,25.1,53.65947804344435
2192000,46.98,76.79,24.88,61.7917341664285
2194000,46.33,76.88,24.93,52.35904842064011
2196000,42.53,75.99,24.44,14.220389461627482
2198000,44.75,77.62,25.34,47.13550914573998
2200000,46.62,76.72,24.84,54.45684694132327
2202000,42.9,78.89,26.05,50.388416620322594
2204000,44.0,77.21,25.12,41.96736760124613
2206000,44.49,78.81,26.01,50.07663033426436
2208000,43.9,76.93,24.96,38.77996185121977
2210000,42.86,78.03,25.57,50.00000000000002
2212000,43.65,74.97,23.87,15.935483870967746
2214000,42.63,76.12,24.51,15.491478502796133
2216000,44.03,76.3,24.61,25.06986942659037
2218000,45.2,76.6,24.78,35.982155358185935
2220000,44.73,75.87,24.37,13.984076054664296
2222000,46.58,77.34,25.19,60.37910121473906
2224000,44.49,76.4,24.67,27.8283918409581
2226000,44.39,76.89,24.94,38.359836755600206
2228000,44.57,76.58,24.77,32.71502494400142
2230000,46.61,77.65,25.36,66.11992175370287
2232000,42.62,76.76,24.87,36.30148342977384
2234000,44.5,76.08,24.49,14.405806811838964
2236000,43.22,76.56,24.76,32.29536402640319
2238000,43.37,77.87,25.48,49.54763523985264
2240000,46.51,77.41,25.23,60.40018339303663
2242000,43.2,76.0,24.44,14.857142857143836
2244000,45.81,75.78,24.32,31.039030935475477
2246000,46.45,75.7,24.28,41.23344491340423
2248000,42.97,76.21,24.56,20.14105246213147
2250000,47.53,76.81,24.89,62.46837602927724
2252000,45.35,76.3,24.61,30.891335011053442
2254000,44.01,74.52,23.62,15.518617614269795
2256000,45.48,77.83,25.46,53.6180601272763
2258000,43.96,76.59,24.77,32.83473998874155
2260000,46.73,77.49,25.27,66.10261220824766
2262000,44.83,77.11,25.06,41.39939262199539
2264000,45.64,78.28,25.71,55.95283900018118
2266000,47.35,77.91,25.51,86.15220700152203
2268000,44.58,76.47,24.71,29.97858954366586
2270000,45.0,78.16,25.64,50.00000000000061
2272000,45.27,76.65,24.81,37.92327117863724
2274000,44.41,77.76,25.42,48.45495486276577
2276000,46.93,76.41,24.67,54.19119320004855
2278000,45.59,76.79,24.88,43.653537031158045
2280000,43.05,76.93,24.96,38.90141012909637
2282000,44.76,78.41,25.78,50.00000000000002
2284000,45.91,77.36,25.2,52.874638958765836
2286000,43.0,76.45,24.69,28.939455377930692
2288000,44.11,77.76,25.42,48.25056581620425
2290000,49.47,77.1,25.06,67.8143638077285
2292000,42.03,77.39,25.22,44.85597481648628
2294000,45.67,77.62,25.34,53.196315840406236
2296000,45.64,76.14,24.52,29.327655245373727
2298000,47.24,76.18,24.54,51.21708572559888
2300000,44.32,77.4,25.22,44.66953898559508
2302000,45.87,77.57,25.32,54.81946504931689
2304000,45.6,78.44,25.8,55.542319749216375
2306000,43.13,77.31,25.17,43.64258645447581
2308000,44.28,77.17,25.09,42.09810406342566
2310000,42.94,75.47,24.15,14.330062041737165
2312000,46.54,75.4,24.11,42.717658980310844
2314000,44.99,77.84,25.47,49.46362549232589
2316000,43.89,77.22,25.12,41.44547672293227
2318000,43.95,78.11,25.62,50.0
2320000,44.03,77.78,25.43,48.393684579794545
2322000,43.48,75.94,24.41,15.506349206349466
2324000,44.01,77.55,25.31,45.73982364887968
2326000,43.68,76.88,24.93,38.08219866509619
2328000,43.4,77.78,25.43,48.42809075614946
2330000,43.96,77.75,25.42,48.085424999516825
2332000,45.73,76.9,24.94,46.39037292174269
2334000,42.95,77.23,25.13,42.988935443334825
2336000,44.85,77.21,25.12,42.77009028712431
2338000,45.0,78.82,26.01,50.07663033426436
2340000,44.92,75.91,24.39,14.04867724867776
2342000,44.71,76.44,24.69,28.939455377930692
2344000,45.67,76.9,24.94,45.7735041030808
2346000,45.9,76.8,24.89,47.184542914334614
2348000,43.91,77.7,25.39,47.301098264690275
2350000,48.16,78.92,26.07,85.2714975845411
2352000,44.92,79.04,26.13,51.04365974692196
2354000,46.35,76.26,24.59,42.69156886550659
2356000,45.45,77.8,25.44,52.96905269337258
2358000,46.72,79.47,26.37,71.40251585586529
2360000,46.82,75.54,24.19,47.22795078862814
2362000,46.34,77.26,25.14,55.96148975500825
2364000,46.19,78.76,25.98,62.63418286035679
2366000,44.68,76.57,24.76,32.29536402640319
2368000,45.07,77.25,25.14,43.89608801534898
2370000,42.99,75.91,24.39,14.425062656641606
2372000,44.73,76.06,24.48,14.367676767678491
2374000,42.81,78.02,25.57,50.00000000000002
2376000,43.28,77.7,25.39,47.65794427550492
2378000,43.88,76.5,24.72,31.93818139235311
2380000,46.96,76.87,24.93,62.97566768258156
2382000,43.76,77.63,25.35,46.13510706540005
2384000,45.89,78.3,25.72,58.719704979772324
2386000,44.78,76.83,24.91,37.51179330552559
2388000,44.32,77.22,25.12,42.77009028712431
2390000,45.47,75.93,24.41,25.184614593149874
2392000,45.87,77.6,25.33,55.01879606264636
2394000,44.99,77.46,25.26,45.637817025195254
2396000,41.5,77.85,25.47,49.46362549232531
2398000,42.55,76.27,24.59,22.542083723467492
2400000,44.52,75.62,24.23,13.952688172043002
2402000,47.07,77.69,25.38,78.9707269769769
2404000,44.96,77.8,25.44,48.932679369764465
2406000,44.81,76.74,24.86,35.98233831301743
2408000,46.08,77.14,25.08,52.142375141935325
2410000,43.12,78.27,25.71,50.00000000000003
2412000,43.78,78.03,25.57,50.000000000000014
2414000,44.24,78.31,25.73,50.000000000000014
2416000,44.76,77.1,25.06,41.39939262199539
2418000,43.29,76.7,24.83,34.97851477054084
2420000,45.62,78.08,25.6,55.74697867566872
2422000,44.06,77.29,25.16,42.92987288710162
2424000,45.76,78.17,25.65,57.22990971287561
2426000,45.04,78.69,25.94,50.392331519732984
2428000,48.12,76.25,24.58,52.458723237469954
2430000,42.54,77.04,25.02,40.434596106270845
2432000,47.38,76.06,24.48,50.00000000000048
2434000,44.35,78.09,25.61,50.00000000000002
2436000,43.76,77.94,25.52,50.00000000000001
2438000,45.03,75.38,24.1,14.30823046843071
2440000,45.39,77.12,25.07,45.58055125115714
2442000,44.71,77.08,25.04,40.921111229866064
2444000,44.97,77.15,25.08,41.86815159856069
2446000,43.73,77.75,25.42,47.91655496154702
2448000,46.45,78.24,25.69,67.08001154181802
2450000,44.09,78.7,25.94,50.00000000000024
2452000,45.82,77.02,25.01,48.56600640851398
2454000,42.73,77.75,25.42,48.4988997587422
2456000,47.0,77.29,25.16,71.18724780038517
2458000,42.42,77.56,25.31,46.5823175327703
2460000,42.91,76.99,24.99,39.68340351449863
2462000,46.81,75.87,24.37,47.07177415910633
2464000,45.86,77.33,25.18,52.00712485086693
2466000,45.13,76.48,24.71,32.11849864160758
2468000,42.14,75.53,24.18,13.504761904761905
2470000,46.24,77.08,25.04,52.79843588319229
2472000,41.04,77.44,25.24,45.25049820923392
2474000,43.75,77.19,25.11,40.93200897148347
2476000,44.26,75.37,24.09,14.66569343065694
2478000,42.53,76.58,24.77,32.71502494400142
2480000,45.74,76.32,24.62,35.64601769093291
2482000,45.64,77.5,25.28,51.796807810998175
2484000,44.66,76.27,24.59,22.542083723467492
2486000,47.27,76.94,24.97,64.96494480220788
2488000,44.49,78.35,25.75,50.00000000000002
2490000,44.07,76.96,24.98,39.426461371575236
2492000,44.78,76.38,24.66,27.244523883078102
2494000,47.81,76.85,24.92,63.4062418487588
2496000,44.99,76.66,24.81,34.26581345169928
2498000,43.63,76.93,24.96,38.86146724987541
2500000,46.67,77.28,25.16,62.38823239949407
2502000,46.26,76.92,24.96,51.476391001521066
2504000,45.81,76.69,24.83,45.06382234693175
2506000,45.27,78.34,25.74,52.427437386997106
2508000,44.77,78.18,25.66,50.00000000000002
2510000,45.26,77.9,25.5,52.32031252769469
2512000,43.44,77.59,25.33,46.22976839651767
2514000,43.28,76.28,24.6,23.608935491169017
2516000,43.21,77.81,25.45,48.94736615466724
2518000,45.27,77.41,25.23,47.57089787552715
2520000,45.83,77.28,25.16,51.35510602694711
2522000,45.53,77.27,25.15,48.47476110697437
2524000,44.68,78.4,25.78,50.00000000000002
2526000,43.75,76.52,24.73,32.797233424669045
2528000,46.83,77.08,25.04,63.79342113222069
2530000,45.35,76.86,24.92,41.86307328441425
2532000,43.6,78.27,25.71,50.00000000000001
2534000,45.6,77.96,25.53,55.542319749216375
2536000,44.75,77.17,25.09,42.09810406342566
2538000,45.9,76.93,24.96,48.43348242811506
2540000,42.8,77.5,25.28,45.931391447133606
2542000,46.45,77.91,25.51,67.08001154181802
2544000,43.05,77.79,25.44,48.792462095635386
2546000,45.2,78.19,25.66,51.780143670759365
2548000,45.67,77.27,25.15,49.73699135758007
2550000,44.57,77.86,25.48,49.623893060695686
2552000,45.74,77.56,25.31,53.309224693170115
2554000,44.67,77.96,25.53,50.00000000000002
2556000,44.35,75.99,24.44,14.39622641509526
2558000,43.47,78.33,25.74,50.000000000000014
2560000,47.75,77.4,25.22,73.37715396021879
2562000,47.28,75.47,24.15,50.00000000000001
2564000,46.31,76.73,24.85,50.12812055779685
2566000,45.83,77.89,25.49,57.8104923662384
2568000,46.39,76.58,24.77,48.99293235564572
2570000,44.55,78.82,26.01,50.07663033426436
2572000,45.59,77.16,25.09,47.9023009754806
2574000,45.83,76.84,24.91,46.841306112435426
2576000,42.26,76.71,24.84,35.321313676135674
2578000,43.47,77.5,25.28,45.139800352219304
2580000,45.0,77.53,25.29,46.20828568730982
2582000,43.75,78.18,25.66,50.00000000000002
2584000,45.37,77.01,25.01,44.11249672770055
2586000,45.01,77.39,25.22,44.95190887705133
2588000,45.43,75.34,24.08,24.064351368708298
2590000,45.5,78.76,25.98,54.73104142671905
2592000,47.11,75.64,24.24,50.000000000000014
2594000,44.83,77.62,25.34,47.13550914573998
2596000,45.09,77.6,25.33,47.76819407937856
2598000,46.62,76.77,24.87,55.302879625479335
2600000,44.42,77.36,25.2,44.4576802507837
2602000,45.98,76.9,24.94,48.81784842443131
2604000,45.01,75.36,24.09,13.690082823130568
2606000,44.54,77.13,25.07,41.63609811491275
2608000,44.26,77.78,25.43,48.57006952975363
2610000,40.89,75.45,24.14,13.439566395663956
2612000,45.03,75.53,24.18,14.430879172777212
2614000,43.78,77.64,25.36,46.33662955822293
2616000,44.36,75.84,24.36,14.36767676767677
2618000,41.69,78.6,25.89,50.00000000000002
2620000,40.27,76.15,24.53,17.45720922467733
2622000,43.8,75.4,24.11,16.33333333333333
2624000,46.94,75.54,24.19,49.09023806274672
2626000,47.49,76.81,24.89,62.46837602927724
2628000,45.53,76.32,24.62,33.75613033626098
2630000,43.42,76.8,24.89,36.91913598491879
2632000,43.79,77.71,25.39,47.07225265803107
2634000,42.66,77.87,25.48,49.6230415741421
2636000,46.3,76.31,24.62,42.950031559015315
2638000,44.69,78.32,25.73,50.000000000000014
2640000,45.22,76.76,24.87,39.04001034794979
2642000,44.92,77.32,25.18,44.047160999818956
2644000,46.89,77.59,25.33,72.93286062967604
2646000,43.76,77.8,25.44,48.400754422476254
2648000,45.12,74.61,23.67,16.810297599702796
2650000,45.93,76.87,24.93,48.188369083005256
2652000,45.49,76.73,24.85,41.79286100700168
2654000,47.67,78.05,25.58,86.5213213213213
2656000,44.94,76.34,24.63,25.367683893651236
2658000,44.04,76.73,24.85,35.65576349693594
2660000,46.84,75.89,24.38,47.54127676253008
2662000,46.13,78.56,25.87,61.778382543847236
2664000,44.13,76.94,24.97,39.16587585371158
2666000,42.28,77.11,25.06,41.39939262199539
2668000,45.41,79.09,26.16,54.31484136027076
2670000,45.83,75.54,24.19,31.370138812432035
2672000,43.26,78.15,25.64,50.00000000000002
2674000,44.58,76.28,24.6,23.284572342126406
2676000,44.66,76.99,24.99,39.68340351449863
2678000,44.29,78.03,25.57,50.000000000000014
2680000,44.94,76.4,24.67,27.828391840958602
2682000,42.01,78.16,25.64,50.00000000000002
2684000,45.02,76.77,24.87,36.55641983208278
2686000,46.55,76.43,24.68,48.65995929198974
2688000,46.61,77.05,25.03,59.36861586549369
2690000,44.37,76.36,24.64,26.015160036913763
2692000,44.59,76.71,24.84,35.321313676135674
2694000,44.85,77.73,25.41,48.39866295504128
2696000,42.96,77.56,25.31,46.35347233132092
2698000,46.35,76.48,24.71,46.60535067622502
2700000,43.63,77.86,25.48,49.49271866066868
2702000,42.83,76.63,24.79,33.514118390434724
2704000,44.24,77.81,25.45,48.96926995049761
2706000,43.23,76.7,24.83,34.97851477054084
2708000,45.24,76.94,24.97,41.827535962323054
2710000,44.99,76.08,24.49,14.405806811840801
2712000,46.08,77.04,25.02,51.019535404422044
2714000,45.69,75.01,23.89,28.98907492185376
2716000,44.53,77.67,25.37,47.591330659814545
2718000,43.92,77.57,25.32,45.713527703306546
2720000,45.49,77.42,25.23,49.55730582054217
2722000,47.56,75.94,24.41,50.000000000000036
2724000,45.99,76.97,24.98,49.58064205135679
2726000,46.69,78.08,25.6,73.05532685322243
2728000,43.94,76.86,24.92,37.79961743768528
2730000,45.5,77.31,25.17,48.564069924528276
2732000,46.2,76.53,24.74,45.49995213020586
2734000,45.33,75.73,24.29,22.088555337178704
2736000,46.55,77.31,25.17,59.352543524260625
2738000,46.87,78.06,25.59,79.44028682396711
2740000,44.09,76.29,24.61,24.635090783840912
2742000,44.02,78.56,25.87,50.000000000000014
2744000,43.69,76.28,24.6,25.694795083796485
2746000,44.38,75.54,24.19,14.311450381679382
2748000,45.1,76.71,24.84,36.626585556075476
2750000,44.58,77.9,25.5,49.999999999999346
2752000,42.66,75.98,24.43,14.184916522740973
2754000,43.57,77.05,25.03,40.17704030372686
2756000,46.67,77.75,25.42,69.57467566817648
2758000,44.62,77.3,25.17,43.83998158783966
2760000,46.51,76.65,24.81,51.89120588164618
2762000,44.93,76.96,24.98,39.4264613715755
2764000,43.32,75.98,24.43,15.125925925926618
2766000,47.55,76.41,24.67,55.32519838657557
2768000,44.36,75.64,24.24,14.36767676767677
2770000,46.07,76.03,24.46,35.1911257935715
2772000,44.72,77.43,25.24,45.25049820923392
2774000,43.94,76.69,24.83,34.97851477054084
2776000,43.57,77.17,25.09,41.214349768760556
2778000,45.64,76.93,24.96,45.86205453913488
2780000,45.03,78.21,25.67,50.27325366927863
2782000,42.15,77.45,25.25,45.44662309368193
2784000,44.84,74.88,23.82,13.412345679012342
2786000,44.78,79.34,26.3,52.71335622627874
2788000,44.98,76.75,24.86,35.98233831301819
2790000,42.69,78.34,25.74,50.00000000000002
2792000,44.12,77.01,25.01,40.18725693507413
2794000,45.78,77.13,25.07,49.284043529247846
2796000,45.37,78.48,25.82,53.36140100781216
2798000,45.98,76.31,24.62,38.39756429330502
2800000,44.55,75.5,24.17,13.884353741496605
2802000,46.05,76.09,24.49,34.87886635016621
2804000,41.99,77.62,25.34,47.13550914573998
2806000,43.94,78.14,25.63,50.000000000000014
2808000,44.57,77.42,25.23,45.053652216614964
2810000,47.03,78.07,25.59,85.61332213825915
2812000,45.04,75.31,24.06,14.566993952792775
2814000,45.27,77.21,25.12,45.43315919732222
2816000,45.61,77.88,25.49,55.450849914977525
2818000,46.97,77.57,25.32,75.21983973404375
2820000,43.61,76.66,24.81,34.26581345169838
2822000,45.1,76.7,24.83,36.30366036985304
2824000,44.13,76.99,24.99,39.68340351449863
2826000,47.19,76.07,24.48,50.00000000000048
2828000,46.79,77.56,25.31,69.01124299328056
2830000,45.84,78.4,25.78,58.13184840143982
2832000,43.46,76.78,24.88,36.613617759904415
2834000,43.85,77.25,25.14,41.61459665021445
2836000,45.35,77.5,25.28,49.20489281797983
2838000,43.27,77.1,25.06,41.39939262199539
2840000,44.91,77.75,25.42,48.57581245598143
2842000,44.39,76.93,24.96,38.90141012909637
2844000,45.22,76.19,24.55,24.42838898620029
2846000,42.86,75.24,24.02,14.184916522740355
2848000,45.69,77.31,25.17,50.263524042115215
2850000,45.38,75.0,23.89,23.017167733395212
2852000,45.79,77.34,25.19,51.53481774487562
2854000,43.39,76.33,24.63,25.970388258018442
2856000,42.1,77.44,25.24,45.25049820923392
2858000,47.51,76.99,24.99,65.59061403508764
2860000,45.58,76.13,24.52,28.563980806167628
2862000,45.46,76.35,24.64,34.20836998841167
2864000,48.25,75.54,24.19,50.00000000000001
2866000,44.36,77.25,25.14,43.20592430980955
2868000,46.29,77.29,25.16,55.87549238511288
2870000,47.69,77.8,25.44,83.08955217335799
2872000,47.8,76.91,24.95,64.34116972477061
2874000,45.78,76.84,24.91,46.32658144092263
2876000,43.94,76.71,24.84,35.321313676135674
2878000,44.43,76.54,24.74,31.414043324309624
2880000,44.23,76.87,24.93,38.08219866509619
2882000,46.04,75.65,24.25,34.722538878009395
2884000,46.13,78.1,25.61,61.778382543847236
2886000,43.12,76.41,24.67,27.8283918409581
2888000,45.12,77.76,25.42,49.64561197205763
2890000,47.11,77.85,25.47,83.84659387791194
2892000,46.07,76.26,24.59,38.55758950459314
2894000,48.02,78.39,25.77,86.30056497175138
2896000,44.3,76.57,24.76,32.29536402640319
2898000,43.49,77.5,25.28,45.10271250381333
2900000,42.87,76.62,24.79,33.514118390434724
2902000,45.98,77.25,25.14,52.38343793651514
2904000,42.41,77.59,25.33,46.951087854779196
2906000,46.55,76.63,24.79,51.913670383531375
2908000,43.25,76.88,24.93,38.08219866509619
2910000,47.92,76.43,24.68,55.65103731467996
2912000,46.21,76.77,24.87,49.393974809594766
2914000,46.4,77.77,25.43,64.15669880955534
2916000,45.96,76.45,24.69,40.708076127013065
2918000,47.28,77.89,25.49,85.40281768726246
2920000,43.88,76.41,24.67,29.78400203148812
2922000,45.46,77.53,25.29,50.35299319013852
2924000,46.54,78.48,25.82,69.04879602775405
2926000,44.24,76.41,24.67,27.8283918409581
2928000,44.11,77.4,25.22,44.20409948866739
2930000,45.7,76.14,24.52,30.06547367148301
2932000,44.59,77.03,25.02,40.434596106270845
2934000,46.82,75.07,23.93,47.22795078862814
2936000,44.44,76.45,24.69,28.939455377930692
2938000,44.65,76.98,24.99,39.68340351449863
2940000,46.39,76.91,24.95,53.70309706068737
2942000,43.44,75.89,24.38,15.409009009009004
2944000,42.71,78.96,26.09,50.71006232269015
2946000,46.21,77.56,25.31,58.398831870164734
2948000,46.38,77.37,25.21,58.10125395059772
2950000,46.79,76.82,24.9,59.03124585554756
2952000,41.93,77.02,25.01,40.18725693507413
2954000,46.04,76.15,24.53,35.86767356607072
2956000,45.14,77.04,25.02,41.92679460436658
2958000,45.92,77.95,25.53,59.078888770133894
2960000,47.41,75.85,24.36,50.00000000000001
2962000,45.28,76.53,24.74,35.69586947593284
2964000,44.7,78.57,25.87,50.00000000000002
2966000,47.35,77.72,25.4,80.58887044367815
2968000,43.99,77.18,25.1,41.56538383126909
2970000,50.0,78.23,25.68,80.00000000001421
2972000,44.61,77.72,25.4,48.17282685827015
2974000,48.08,77.26,25.14,70.48742933196576
2976000,44.04,77.03,25.02,40.434596106270845
2978000,44.47,76.31,24.62,24.69787333446111
2980000,42.8,76.34,24.63,25.36768389365069
2982000,44.25,77.8,25.44,48.767785276938
2984000,43.92,76.67,24.82,34.626861295384366
2986000,45.18,77.49,25.27,47.48755191598083
2988000,47.07,75.49,24.16,50.00000000000001
2990000,45.43,77.14,25.08,46.178123307210285
2992000,44.66,77.24,25.13,42.988935443334825
2994000,44.69,76.87,24.93,38.08219866509619
2996000,41.81,76.02,24.46,14.292970521543205
2998000,45.32,77.01,25.01,43.591601276006095
3000000,47.01,78.23,25.68,85.57493734335839
3002000,44.21,78.05,25.58,50.0
3004000,44.5,76.04,24.47,14.330062041738712
3006000,43.76,76.92,24.96,38.29000442385158
3008000,43.99,77.32,25.18,43.0488466191132
3010000,46.08,76.39,24.66,41.21920081757792
3012000,44.42,77.55,25.31,46.419644267177894
3014000,45.65,75.68,24.27,28.278771384136885
3016000,44.31,77.39,25.22,44.65169218682256
3018000,43.59,76.75,24.86,35.98233831301743
3020000,45.35,76.35,24.64,32.53062510789148
3022000,44.55,77.17,25.09,42.09810406342566
3024000,46.65,76.61,24.78,53.15639790575919
3026000,43.94,76.32,24.62,26.43723168536222
3028000,44.21,77.17,25.09,42.09810406342566
3030000,44.86,78.65,25.92,50.00000000000004
3032000,44.09,78.74,25.97,50.00000000000029
3034000,45.97,76.48,24.71,41.551765494303616
3036000,47.8,75.31,24.06,50.00000000000002
3038000,44.03,76.47,24.71,30.169253870702537
3040000,46.19,76.81,24.89,49.64694543692072
3042000,44.08,77.69,25.38,47.36062901020299
3044000,44.48,78.01,25.56,50.000000000000014
3046000,47.15,76.51,24.73,57.28234101968918
3048000,46.84,76.05,24.47,47.54127676253056
3050000,42.94,78.28,25.71,50.00000000000002
3052000,43.71,77.16,25.09,40.7133661993402
3054000,44.18,77.28,25.16,43.2999232669905
3056000,44.81,75.64,24.24,13.627586206896549
3058000,44.96,76.31,24.62,24.69787333446199
3060000,44.11,78.17,25.65,50.000000000000014
3062000,44.98,76.6,24.78,33.121209343772804
3064000,45.43,77.96,25.53,53.8865457926058
3066000,44.09,77.56,25.31,45.922636879125605
3068000,43.8,76.77,24.87,36.71385610193869
3070000,46.12,77.18,25.1,52.904827187333055
3072000,44.89,75.78,24.32,13.833455433455434
3074000,45.24,75.97,24.43,20.835055059794804
3076000,44.45,77.03,25.02,40.434596106270845
3078000,43.89,77.24,25.13,41.636283539663005
3080000,45.94,76.44,24.69,40.45089933701102
3082000,46.53,77.85,25.47,67.86594833339014
3084000,41.05,77.82,25.46,49.28754626796038
3086000,47.71,79.43,26.35,83.93380614657212
3088000,44.49,77.35,25.19,44.25302132433123
3090000,42.27,77.01,25.01,40.18725693507413
3092000,45.26,77.8,25.44,51.241507700490544
3094000,43.97,77.16,25.09,41.29399872137774
3096000,41.77,76.19,24.55,19.2772666650695
3098000,45.01,77.73,25.41,48.48956881081568
3100000,46.98,75.61,24.23,49.69524130106719
3102000,43.93,76.92,24.96,38.90141012909637
3104000,46.18,76.64,24.8,47.11751575486349
3106000,45.8,76.84,24.91,46.5313314234303
3108000,44.12,76.63,24.79,33.514118390434724
3110000,47.06,75.9,24.39,50.00000000000002
3112000,43.03,76.63,24.79,33.514118390434724
3114000,45.66,77.59,25.33,52.911532124672604
3116000,46.5,77.23,25.13,57.594470148788005
3118000,47.72,76.41,24.67,55.32519838657557
3120000,44.37,77.45,25.25,45.28360219057498
3122000,47.26,77.84,25.47,84.14353606175735
3124000,42.51,77.87,25.48,49.630540662063986
3126000,43.45,76.84,24.91,37.51179330552559
3128000,44.7,78.15,25.64,50.00000000000001
3130000,45.25,76.85,24.92,40.721263768870365
3132000,44.76,76.56,24.76,32.29536402640319
3134000,44.18,76.34,24.63,25.36768389365069
3136000,44.15,76.31,24.62,24.847966198684695
3138000,44.31,78.33,25.74,50.00000000000001
3140000,45.62,77.97,25.54,55.74697867566872
3142000,46.53,78.11,25.62,68.81548351815837
3144000,44.41,77.16,25.09,42.09810406342566
3146000,41.81,77.15,25.08,41.86815159856021
3148000,44.06,77.27,25.15,42.748173903668366
3150000,40.36,77.2,25.11,42.549257063426026
3152000,45.42,76.21,24.56,28.681323172840187
3154000,45.26,77.03,25.02,43.187992962511814
3156000,47.07,76.45,24.69,55.97569977735715
3158000,44.87,76.9,24.94,38.359836755600206
3160000,45.22,76.95,24.97,41.60697142569727
3162000,43.6,76.77,24.87,36.30148342977384
3164000,43.65,77.49,25.27,44.54550847650992
3166000,46.63,78.48,25.82,71.33133662004785
3168000,45.77,75.94,24.41,30.368293286048726
3170000,46.42,75.25,24.03,40.737537837054276
3172000,45.14,77.93,25.52,51.24621945372685
3174000,46.61,76.83,24.91,56.23454577002206
3176000,45.28,75.84,24.36,21.36752010842346
3178000,45.88,76.35,24.64,37.7811065095042
3180000,44.21,78.23,25.68,50.0
3182000,44.88,75.54,24.19,13.523208415516109
3184000,43.99,76.72,24.84,35.321313676135674
3186000,43.71,76.54,24.74,32.8611322475384
3188000,44.91,79.69,26.49,55.33247071121708
3190000,45.21,75.56,24.2,19.229692472556486
3192000,47.09,77.18,25.1,69.12758310871523
3194000,45.52,74.88,23.82,25.857753539645337
3196000,44.16,76.13,24.52,17.065740526356386
3198000,45.11,77.1,25.06,42.53523082217723
3200000,45.18,77.2,25.11,44.342810262227616
3202000,44.99,78.61,25.89,50.00000000000064
3204000,46.06,76.94,24.97,50.000000000000064
3206000,44.56,77.65,25.36,47.429036998239575
3208000,42.51,76.13,24.52,16.492795396783187
3210000,45.5,77.44,25.24,49.82233819027493
3212000,44.65,76.7,24.83,34.97851477054084
3214000,46.67,77.0,25.0,59.6759755066486
3216000,46.14,76.93,24.96,50.48739602996058
3218000,42.96,77.19,25.11,42.549257063426026
3220000,42.42,76.77,24.87,36.30148342977384
3222000,47.26,77.51,25.28,75.53426937746482
3224000,44.86,77.81,25.45,49.1105313524505
3226000,45.98,76.99,24.99,49.66328152078693
3228000,46.76,76.55,24.75,53.97751784085418
3230000,47.35,76.54,24.74,57.611638619911574
3232000,42.51,76.79,24.88,36.613617759904415
3234000,44.84,76.84,24.91,37.51179330552559
3236000,42.27,76.31,24.62,24.69787333446111
3238000,43.65,76.98,24.99,39.236490367696334
3240000,46.38,75.22,24.01,40.080133887350016
3242000,44.59,77.7,25.39,47.98274598707098
3244000,45.94,77.69,25.38,56.797161675542014
3246000,43.08,76.47,24.71,29.97858954366586
3248000,48.34,77.62,25.34,78.29139721732311
3250000,44.18,77.47,25.26,45.13120248508137
3252000,44.59,75.06,23.92,13.798340248962647
3254000,47.35,77.95,25.53,86.15220700152203
3256000,44.5,77.11,25.06,41.39939262199539
3258000,47.25,75.38,24.1,50.000000000000014
3260000,44.31,77.35,25.19,44.12636314516571
3262000,46.71,75.64,24.24,45.479181849391416
3264000,45.33,77.13,25.07,44.98732133987788
3266000,43.71,76.69,24.83,35.3055680215805
3268000,43.51,77.25,25.14,42.30727205786298
3270000,43.41,76.93,24.96,38.90141012909637
3272000,47.22,76.69,24.83,60.566471941122295
3274000,44.76,76.7,24.83,34.97851477054084
3276000,42.11,76.67,24.82,34.626861295384366
3278000,41.75,77.5,25.28,46.01854180639395
3280000,47.94,77.41,25.23,73.75732777477549
3282000,42.28,78.33,25.74,50.000000000000014
3284000,42.02,76.97,24.98,39.426461371575236
3286000,45.15,77.07,25.04,42.49365387451467
3288000,45.5,75.88,24.38,25.4957270761356
3290000,47.34,76.48,24.71,56.628074996150715
3292000,43.58,77.16,25.09,41.18171670243462
3294000,46.34,75.6,24.22,39.433528058877684
3296000,44.7,77.71,25.39,48.021016644174566
3298000,46.35,77.19,25.11,55.37943161414155
3300000,45.18,76.77,24.87,38.54784078822152
3302000,42.55,76.09,24.49,14.405806811838964
3304000,45.05,77.4,25.22,45.33157965457005
3306000,44.88,77.5,25.28,46.01854180639395
3308000,45.43,77.29,25.16,47.73797171532564
